Aug 28 14:40:29 hanreybtiz systemd[1]: Started exchanger-camunda-worker.service - Exchanger.py - Camunda Worker.
Aug 28 14:40:31 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 14:40:31 | INFO     | __main__:main:75 | ============================================================
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_process_response_message:433 | Задача e01e6aab-84d7-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_process_response_message:477 | Задача e01e6aab-84d7-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_13800nc
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи e01e6aaf-84d7-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_process_response_message:433 | Задача e01e6aaf-84d7-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_process_response_message:477 | Задача e01e6aaf-84d7-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_047i8vk
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи e01e6ab3-84d7-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_process_response_message:433 | Задача e01e6ab3-84d7-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_process_response_message:477 | Задача e01e6ab3-84d7-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_1hj3mvx
Aug 29 13:02:11 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:11 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 8 ответов из очереди
Aug 29 13:02:37 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:37 | INFO     | camunda_worker:_fetch_and_process_loop:177 | Получено 2 задач для топика bitrix_create_task
Aug 29 13:02:37 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:37 | INFO     | camunda_worker:_process_task:251 | Задача 60a98581-84d8-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 13:02:37 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:02:37 | INFO     | camunda_worker:_process_task:251 | Задача 60ae6789-84d8-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_check_response_queue:302 | Найдено 2 сообщений в очереди ответов, обрабатываем...
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи 60a98581-84d8-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_process_response_message:433 | Задача 60a98581-84d8-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_process_response_message:477 | Задача 60a98581-84d8-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_028oql2
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи 60ae6789-84d8-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_process_response_message:433 | Задача 60ae6789-84d8-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_process_response_message:477 | Задача 60ae6789-84d8-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_0i1u16g
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 2 ответов из очереди
Aug 29 13:03:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:03:51 | INFO     | camunda_worker:_process_task:251 | Задача 9c53b7e3-84d8-11f0-a007-00b436387543 отправлена в bitrix24, ожидает ответа
Aug 29 13:04:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:04:51 | INFO     | camunda_worker:_check_response_queue:302 | Найдено 1 сообщений в очереди ответов, обрабатываем...
Aug 29 13:04:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:04:51 | INFO     | camunda_worker:_process_response_message:423 | Обрабатываем ответ для задачи 9c53b7e3-84d8-11f0-a007-00b436387543 (статус: completed_by_tracker)
Aug 29 13:04:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:04:51 | INFO     | camunda_worker:_process_response_message:433 | Задача 9c53b7e3-84d8-11f0-a007-00b436387543 завершена через tracker (автоматическое отслеживание)
Aug 29 13:04:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:04:51 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Aug 29 13:04:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:04:51 | INFO     | camunda_worker:_process_response_message:477 | Задача 9c53b7e3-84d8-11f0-a007-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_1adhx8e
Aug 29 13:04:51 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-29 13:04:51 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 1 ответов из очереди
Aug 31 06:16:38 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-31 06:16:38 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика send_email: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_DECODE_ERROR] tlsv1 alert decode error (_ssl.c:1000)')))
Aug 31 06:16:38 hanreybtiz exchanger-camunda-worker[163962]: 2025-08-31 06:16:38 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика send_email
Sep 03 12:17:57 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-03 12:17:57 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_DECODE_ERROR] tlsv1 alert decode error (_ssl.c:1000)')))
Sep 03 12:17:57 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-03 12:17:57 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика 1c
Sep 06 04:23:55 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-06 04:23:55 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика file_processing: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_DECODE_ERROR] tlsv1 alert decode error (_ssl.c:1000)')))
Sep 06 04:23:55 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-06 04:23:55 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика file_processing
Sep 07 02:27:35 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-07 02:27:35 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика email_notify: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_DECODE_ERROR] tlsv1 alert decode error (_ssl.c:1000)')))
Sep 07 02:27:35 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-07 02:27:35 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика email_notify
Sep 07 16:13:01 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-07 16:13:01 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика email_notify: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_DECODE_ERROR] tlsv1 alert decode error (_ssl.c:1000)')))
Sep 07 16:13:01 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-07 16:13:01 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика email_notify
Sep 08 08:25:29 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-08 08:25:29 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика op_create_milestone: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_DECODE_ERROR] tlsv1 alert decode error (_ssl.c:1000)')))
Sep 08 08:25:29 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-08 08:25:29 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика op_create_milestone
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика file_processing: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf21a60>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика file_processing
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c_update_document: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf205f0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика 1c_update_document
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика bitrix_create_deal: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf236b0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика bitrix_create_deal
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика bitrix_update_deal: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf21070>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика bitrix_update_deal
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика data_processing: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf23140>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика data_processing
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика create_user: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf79ac0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика create_user
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика user_management: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf79340>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика user_management
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика create_yandex_file: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4daf790a0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика create_yandex_file
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика op_create_milestone: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4db73a840>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика op_create_milestone
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика telegram_notify: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafe5970>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика telegram_notify
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика python: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafe47d0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика send_email: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafe6a20>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика python
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика bitrix24: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafe53a0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика bitrix_create_contact: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafe6f00>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика yandex_disk: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafed6a0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика openproject: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafed8b0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика send_email
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика bitrix24
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика bitrix_create_contact
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика yandex_disk
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика openproject
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c_create_document: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafee060>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика 1c_create_document
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafefd70>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 10s после ошибки для топика 1c
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c_sync_data: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafbf9b0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика 1c_sync_data
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика op_create_task: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafbd4f0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика op_create_task
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика op_create_project: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafbddf0>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика op_create_project
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика email_notify: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4dafbd280>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 15s после ошибки для топика email_notify
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика send_telegram: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4db0df920>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика bitrix_update_task: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x74c4db0df530>: Failed to resolve 'camunda.eg-holding.ru' ([Errno -5] No address associated with hostname)"))
Sep 09 14:04:21 hanreybtiz exchanger-camunda-worker[163962]: 2025-09-09 14:04:21 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика send_telegram
